voice_id,name,preview_url,owner_id,permission_on_resource,is_legacy,is_mixed,accent,description,age,gender,category,language,descriptive
xSI29a9HAKdsWv3idXSN,Ali,https://storage.googleapis.com/eleven-public-prod/Je2OUP5SdgSZhG40J7umHz4bhXB3/voices/IlNTfQEoyv1KrV6Jbb0c/a4ba8772-1400-4910-adee-9e0dd65e2b74.mp3,,admin,False,False,american,,young,male,conversational,,intense
xnx6sPTtvU635ocDt2j7,"Chinmay - Calm, Energetic & Relatable ",https://storage.googleapis.com/eleven-public-prod/database/user/TLzQBQZ61wQrytFwliQpe4LeshE3/voices/xnx6sPTtvU635ocDt2j7/vhobQiU994HTitit32Ra.mp3,,admin,False,False,indian,,middle_aged,male,conversational,en,formal
xotF6lVZeQCmj6WDFgmr,Edith - soft,https://storage.googleapis.com/eleven-public-prod/esyl6WJRqhUEedyxBxZhGBXPEga2/voices/kyfbTOVg0ohSPkm8iuWA/8f277366-06f0-4990-8080-02de14d87039.mp3,,admin,False,False,british,,old,female,narrative_story,,meditative
xxKyv6AUIZPTzNYYwiaV,"Kherreonoskelis - Majestic, Profound, & Timeless",https://storage.googleapis.com/eleven-public-prod/lA5gT7FFPLVt66XJyVjpVR1ljPA2/voices/TLqtyQVABL0hCk08NhJm/0a23c704-2e64-44dc-9395-93b74b532ce1.mp3,,admin,False,False,british,,old,female,,,wise
y26Xv4PQ7Ftbu1mfaEFY, Haseeb - Canadian Presentation,https://storage.googleapis.com/eleven-public-prod/custom/voices/y26Xv4PQ7Ftbu1mfaEFY/YWpdNK36sv8qnrmaSHh8.mp3,,admin,False,False,canadian,,young,male,informative_educational,en,upbeat
yHx9q5iHmtVGKONrqrIf,Dez,https://storage.googleapis.com/eleven-public-prod/PxlIZfOx74R8cBraMv3cw0aWPst2/voices/yHx9q5iHmtVGKONrqrIf/0e3c3236-bfa4-4b52-a0c5-bc48a2d320cc.mp3,,admin,False,False,american,,middle_aged,male,informative_educational,en,confident
yKwd5FvEcdPtRISZvnIQ,Cordelia - Shakespearean enthusiast,https://storage.googleapis.com/eleven-public-prod/XnWQKpONeagjUl8iUXy6rvndEts2/voices/ot3VPPr4ihiiiSDI89UK/e14cbb2a-4a5a-497f-9355-ba5147911220.mp3,,admin,False,False,british,,old,female,,,confident
yNcFbqsZoytZvSdrJl2U,Bruce Actor,https://storage.googleapis.com/eleven-public-prod/ZNTWuC7IYQQWqzzeKbpLS0FeplI3/voices/DATmubGSst6fXALPucOB/6b36cb6c-fd90-4b7f-9e04-0413f5376968.mp3,,admin,False,False,american,,old,male,characters_animation,,soft
yRDQL7RtV6LKYKrMW40H,Hannah,https://storage.googleapis.com/eleven-public-prod/KenPRSvpAUNqx7XTp25JeHyk8C72/voices/Kj89CzAgK7qJDiFlyoPi/8937a3b1-a206-4cd1-9644-e92141e301f6.mp3,,admin,False,False,american,,middle_aged,female,entertainment_tv,,confident
ySeaH3nsOZYrmiFDhPPW,Agatha,https://storage.googleapis.com/eleven-public-prod/nEuqdw9r52P6G0TUAV73G0Ajpfu1/voices/pmuxntG1PPdwuxZ3C3Z8/1fce58a4-c25d-4460-b9cf-6aef99f27784.mp3,,admin,False,False,australian,,old,female,narrative_story,,deep
yjfDfw0D8OU4pi6NtQEM,Andrew,https://storage.googleapis.com/eleven-public-prod/63YWf9FcbyS5PpTayiUUxnQ95Cj2/voices/oz00x3DUdzvssSbyPL4r/f34a2991-124e-4701-90b5-d0715bb932dd.mp3,,admin,False,False,american,,old,male,,,pleasant
yl2ZDV1MzN4HbQJbMihG,Alex - Young American Male,https://storage.googleapis.com/eleven-public-prod/custom/voices/yl2ZDV1MzN4HbQJbMihG/TxJIOexqYqCv1Dzexs6Y.mp3,,admin,False,False,american,,young,male,entertainment_tv,en,confident
ynrgrGIZ2g5aKRPkkNfL,Benjamin - scientific mind,https://storage.googleapis.com/eleven-public-prod/XnWQKpONeagjUl8iUXy6rvndEts2/voices/M4Jw8b06RchMBiAJFG8L/3bfbae3e-8581-40dc-ae7e-56e7e1c94246.mp3,,admin,False,False,american,,middle_aged,male,informative_educational,,wise
ysQNqcvkNoU1NdYOvDzR,Ronald - Meditative Calming,https://storage.googleapis.com/eleven-public-prod/ikNVj8ML3Lgb9KGOLP3VLBt2lC13/voices/6kUf1wBlNrxq4nqfVZ8X/9ba40c70-b639-46e3-b20c-6cb44f779194.mp3,,admin,False,False,british,,old,male,advertisement,,deep
yu4eXTP5aod8KAQzTI3T,"Claudia - Credible, Competent & Authentic",https://storage.googleapis.com/eleven-public-prod/database/user/Db6dCWW3pFVb0DPq7Q5s86VmuNQ2/voices/yu4eXTP5aod8KAQzTI3T/8zgX5ljCJ8kmBL0Q8rx7.mp3,,admin,False,False,american,,middle_aged,female,conversational,en,confident
yxHHj4hKJKKTyvUpnbds,Heather - Mature British lady,https://storage.googleapis.com/eleven-public-prod/28U448fBuufmkz5lMBQX6JLm8sw2/voices/f3SgjPzocHWjSn3VXeKy/c9a06d6e-50fa-4ce3-9e7f-f6fd8c252898.mp3,,admin,False,False,british,,old,female,conversational,,mature
yxO2sB8qJ8Ex1TiLZpy2,Jenni - Young & Bright,https://storage.googleapis.com/eleven-public-prod/zmYlxMq5w0XbbOI58TyD9zzHV613/voices/QGwnvZZCOwh0v9sio6md/2af0f45e-47ba-4a5c-8e99-1e3078158dac.mp3,,admin,False,False,british,,young,female,social_media,,upbeat
z3CSZSXDkv7fvwqfOrZN,Bryan,https://storage.googleapis.com/eleven-public-prod/Y3yb5Fdg8aVDi9n3MLjYB1v0tMF2/voices/0HpbeTZr9DdE1r0eGVn1/4c4cd4a7-c2ea-45d3-b402-55fc875240e0.mp3,,admin,False,False,american,,old,male,conversational,,confident
z9AF5nYBerAdZJJPB2UA, Steve - wise teacher,https://storage.googleapis.com/eleven-public-prod/ZNTWuC7IYQQWqzzeKbpLS0FeplI3/voices/Z7jNXfWUXoKWeiu4ofu5/4f8e3d31-9ac1-4dc1-a8b1-42a01fc036ec.mp3,,admin,False,False,american,,old,male,informative_educational,,mature
z9SAQKIFxIROJROyDrww,Theodore - Authoritative and deep,https://storage.googleapis.com/eleven-public-prod/ZzIzVo9ATCeBEsjfTWa17GTKTtn1/voices/kNFIW9qx4bc52l68dW7C/b1b27140-8413-4b40-ba66-bf2a987b3525.mp3,,admin,False,False,american,,old,male,entertainment_tv,,deep
zD4k6wH0kuXiTPbVrxvV,Mia - Old And Confident ,https://storage.googleapis.com/eleven-public-prod/VtRLZruZ0sVrmVjviMLYEpj3RTk2/voices/mh6sjQW5PGNyQIL4bEsC/c738c418-1457-4818-bbc0-145a8a5d8620.mp3,,admin,False,False,american,,old,female,entertainment_tv,,confident
zFLlkq72ysbq1TWC0Mlx,Anushri - Natural Young Indian Voice,https://storage.googleapis.com/eleven-public-prod/database/user/TLzQBQZ61wQrytFwliQpe4LeshE3/voices/zFLlkq72ysbq1TWC0Mlx/kMmICuZMexErhj87kOfx.mp3,,admin,False,False,indian,,young,female,conversational,en,pleasant
zgixPjxUy3IIVIEkDmuE,Fred,https://storage.googleapis.com/eleven-public-prod/cAHdGLQJkfZlVv8buxJ3FrRtsPI2/voices/mrxlJIFcWF3AJD8MimgI/5a32aaa4-efe9-4793-bbab-e2fbb0f64670.mp3,,admin,False,False,american,,old,male,narrative_story,,intense
zpnRoleXRhWcv8KmQc0N,James Fitzgerald,https://storage.googleapis.com/eleven-public-prod/dRpoNujonhdH0ihXDJXJb0EhAie2/voices/zpnRoleXRhWcv8KmQc0N/a412326a-c9d3-4767-9b6c-903c298e2edb.mp3,,admin,False,False,,,middle_aged,male,characters_animation,en,deep
zv61INsK02ZO2qjnZtFd,Sean,https://storage.googleapis.com/eleven-public-prod/cDg50EOWLPP7QhqplAVeqSG2qHR2/voices/7t62B4tHRWJaqvZek39j/754926ad-0050-434d-b350-b4676236f70f.mp3,,admin,False,False,american,,young,male,entertainment_tv,,formal
zwqMXWHsKBMIb9RPiWI0,Dom - Warm British male voice,https://storage.googleapis.com/eleven-public-prod/5zFoso1cLOMZaPlqERAsLcn37Mr1/voices/zwqMXWHsKBMIb9RPiWI0/5e405a94-c111-47e6-914d-e18ed02653f7.mp3,,admin,False,False,british,,middle_aged,male,narrative_story,en,pleasant
wL9XWq1lRS2ZxgYArGOm,Freya - Concise and Wellspoken,https://storage.googleapis.com/eleven-public-prod/ofJ3ST4rvZcJUjpc7t5B7gqcCz93/voices/eWgG9MAbD9umBchcWP1B/cebbd3e7-2460-43d7-8ae3-d20160bc3e44.mp3,,admin,False,False,american,,middle_aged,female,conversational,,formal
GUM0hIboeFNpFw8Le7kY,Amber,https://storage.googleapis.com/eleven-public-prod/Eq8tyIYOx5PoyXO0aMbKV4xG1FW2/voices/XX9E8l5jsdMf8kszvsyX/b8a2aa2c-e3dc-42d0-b943-a2eb5d760315.mp3,,admin,False,False,american,,middle_aged,female,conversational,,calm
